f1,f2,f3,f4,f5,label
0.224383,0.504503,0.260849,0.009087,0.648298,20.000000
0.511094,0.445518,0.966969,0.571199,0.863432,22.000000
0.139450,0.569206,0.867980,0.583106,0.718014,18.000000
0.372044,0.092450,0.457900,0.394479,0.867060,4.000000
0.243995,0.966734,0.958138,0.247632,0.348052,2.000000
0.895556,0.966622,0.443439,0.320997,0.526094,24.000000
0.687769,0.273475,0.736473,0.051657,0.049294,19.000000
0.386288,0.353473,0.315633,0.491020,0.320734,3.000000
0.192258,0.309470,0.974904,0.411113,0.444713,12.000000
0.576545,0.983341,0.241601,0.681282,0.715985,23.000000
0.607324,0.088578,0.676872,0.064095,0.596143,13.000000
0.739581,0.210970,0.841622,0.030354,0.843813,13.000000
0.460329,0.217588,0.133778,0.953307,0.072666,8.000000
0.199093,0.347822,0.620235,0.544801,0.125643,3.000000
0.289728,0.238752,0.213543,0.411144,0.704031,4.000000
0.217453,0.366679,0.390917,0.976457,0.954666,6.000000
0.800138,0.241659,0.068037,0.316904,0.266795,11.000000
0.505926,0.777728,0.858323,0.844864,0.359676,17.000000
0.687234,0.312834,0.060906,0.701565,0.009828,7.000000
0.409183,0.329379,0.693378,0.766245,0.304095,9.000000
0.811627,0.293917,0.446326,0.727019,0.692920,7.000000
0.987368,0.225161,0.662318,0.609682,0.915098,13.000000
0.156362,0.751798,0.568269,0.274666,0.474435,18.000000
0.333777,0.579313,0.889001,0.569305,0.631722,18.000000
0.518748,0.051166,0.232859,0.492002,0.310235,4.000000
0.181764,0.504133,0.322810,0.258108,0.463985,3.000000
0.133284,0.927746,0.867702,0.707621,0.106214,0.000000
0.775877,0.807957,0.767765,0.113966,0.643908,25.000000
0.834325,0.577353,0.646407,0.458363,0.528707,9.000000
0.034377,0.638963,0.081447,0.435015,0.292655,8.000000
0.545428,0.133416,0.691643,0.795012,0.163354,9.000000
0.104313,0.145515,0.877128,0.528189,0.467261,1.000000
0.106712,0.649556,0.868000,0.828186,0.626055,18.000000
0.075279,0.112397,0.049309,0.257479,0.135661,3.000000
0.260048,0.385058,0.942983,0.610376,0.834974,22.000000
0.710352,0.112503,0.735920,0.275099,0.639108,13.000000
0.340962,0.997672,0.263551,0.279130,0.930672,20.000000
0.024644,0.696689,0.725326,0.836379,0.974439,18.000000
0.975602,0.065277,0.821839,0.646310,0.647342,9.000000
0.128350,0.650187,0.982483,0.911819,0.439131,17.000000
0.039948,0.362293,0.826390,0.701499,0.459344,22.000000
0.055102,0.426895,0.469025,0.928556,0.641086,17.000000
0.311653,0.525318,0.066055,0.972568,0.360060,8.000000
0.477867,0.355284,0.682512,0.662232,0.715322,22.000000
0.268143,0.315668,0.125251,0.655510,0.039797,8.000000
0.597682,0.869696,0.890832,0.449038,0.459304,0.000000
0.076969,0.670765,0.821259,0.244655,0.421301,2.000000
0.838839,0.877120,0.243180,0.550571,0.192493,15.000000
0.101879,0.911121,0.820508,0.760035,0.048766,0.000000
0.843729,0.438044,0.342395,0.546476,0.091353,9.000000
0.756647,0.582435,0.186590,0.188232,0.184249,16.000000
0.057002,0.587798,0.840348,0.017498,0.049005,21.000000
0.572770,0.819496,0.326739,0.349614,0.596346,24.000000
0.274213,0.026608,0.735229,0.625650,0.580756,1.000000
0.741684,0.675231,0.205882,0.352481,0.126110,15.000000
0.129857,0.676196,0.858600,0.962733,0.628347,17.000000
0.184101,0.105650,0.812851,0.578756,0.618285,1.000000
0.781462,0.703277,0.834458,0.056214,0.747521,25.000000
0.850853,0.286135,0.640447,0.314162,0.957971,13.000000
0.033424,0.579793,0.166504,0.712220,0.175890,8.000000
0.235383,0.494371,0.914835,0.211714,0.144240,21.000000
0.758977,0.500620,0.911785,0.146615,0.645928,25.000000
0.232879,0.156760,0.683429,0.593685,0.754827,1.000000
0.309463,0.447972,0.405472,0.984089,0.292249,17.000000
0.294817,0.354548,0.564594,0.252323,0.915290,13.000000
0.265686,0.895816,0.103475,0.656563,0.906986,20.000000
0.168749,0.968327,0.452883,0.945715,0.676820,17.000000
0.301587,0.188303,0.303735,0.093017,0.143868,19.000000
0.104660,0.422944,0.795578,0.141384,0.130320,21.000000
0.643429,0.197183,0.097610,0.166849,0.923731,4.000000
0.821471,0.354065,0.655821,0.537276,0.677124,9.000000
0.682671,0.628734,0.266101,0.039006,0.455567,16.000000
0.890974,0.569497,0.832391,0.991624,0.163616,10.000000
0.691778,0.674294,0.979955,0.985601,0.686679,10.000000
0.243615,0.798556,0.107029,0.780699,0.910196,20.000000
0.382833,0.630635,0.430143,0.437765,0.310371,3.000000
0.762130,0.936177,0.940751,0.174781,0.874744,25.000000
0.737431,0.252837,0.067285,0.267997,0.912208,4.000000
0.633179,0.721055,0.257152,0.719388,0.028122,15.000000
0.375321,0.626753,0.146097,0.823004,0.235031,8.000000
0.652281,0.405197,0.596044,0.107451,0.016913,19.000000
0.909564,0.269630,0.819677,0.999350,0.211431,5.000000
0.265171,0.662860,0.965449,0.915814,0.502876,17.000000
0.795110,0.135746,0.977438,0.964353,0.163729,5.000000
0.299423,0.100155,0.271718,0.815956,0.378316,8.000000
0.088397,0.342226,0.981383,0.629684,0.416161,22.000000
0.166539,0.986177,0.820849,0.281477,0.070069,2.000000
0.056626,0.120378,0.580769,0.928763,0.496743,22.000000
0.842945,0.445887,0.708584,0.731873,0.173964,9.000000
0.361216,0.637302,0.070697,0.361540,0.534799,20.000000
0.996224,0.474534,0.816057,0.432067,0.796391,10.000000
0.595415,0.886595,0.410943,0.604304,0.630019,23.000000
0.417383,0.144312,0.093559,0.016672,0.873534,4.000000
0.236475,0.211507,0.736035,0.320016,0.506045,12.000000
0.162511,0.959746,0.851581,0.863790,0.406774,17.000000
0.762361,0.143876,0.008619,0.019973,0.586602,11.000000
0.455395,0.518015,0.007463,0.422687,0.718068,4.000000
0.442694,0.732219,0.233019,0.813142,0.588431,17.000000
0.210763,0.236720,0.628030,0.829940,0.415628,22.000000
0.258300,0.867012,0.669268,0.448085,0.487900,18.000000
0.204256,0.626803,0.358743,0.995645,0.480184,17.000000
0.485886,0.565852,0.916756,0.800818,0.451130,17.000000
0.718699,0.586235,0.492367,0.192316,0.463936,16.000000
0.245819,0.914842,0.335407,0.952264,0.533055,17.000000
0.631544,0.542940,0.129381,0.375821,0.099146,15.000000
0.622954,0.446874,0.777985,0.220470,0.164566,12.000000
0.406332,0.926585,0.710422,0.418924,0.517272,0.000000
0.084213,0.984576,0.666407,0.285404,0.585808,18.000000
0.109482,0.965837,0.174785,0.648030,0.245454,8.000000
0.717561,0.776821,0.673420,0.614499,0.892469,10.000000
0.078627,0.330915,0.248287,0.988014,0.389390,8.000000
0.732613,0.684725,0.212081,0.238998,0.281285,16.000000
0.411127,0.234325,0.019651,0.879393,0.965610,6.000000
0.341570,0.338507,0.007092,0.680251,0.825440,6.000000
0.146608,0.159666,0.790083,0.616291,0.044861,3.000000
0.622547,0.308918,0.368725,0.769731,0.810935,6.000000
0.400357,0.947153,0.406463,0.771836,0.483877,17.000000
0.897532,0.907761,0.087417,0.936493,0.825535,23.000000
0.791311,0.200911,0.805119,0.850133,0.289150,5.000000
0.952260,0.049860,0.149909,0.537581,0.575792,7.000000
0.645150,0.016969,0.960367,0.044588,0.143062,12.000000
0.014015,0.566858,0.932267,0.665947,0.822657,18.000000
0.013281,0.542015,0.459563,0.498968,0.072213,3.000000
0.684435,0.503220,0.765149,0.485291,0.149382,9.000000
0.648257,0.172386,0.872395,0.613116,0.157204,9.000000
0.962338,0.518365,0.072898,0.626833,0.253199,7.000000
0.803693,0.817822,0.978947,0.501870,0.454957,10.000000
0.753476,0.132471,0.546916,0.546248,0.089473,5.000000
0.417984,0.853285,0.856154,0.099238,0.090721,25.000000
0.262695,0.874766,0.128903,0.719997,0.101166,8.000000
0.623138,0.356067,0.788914,0.233690,0.639202,13.000000
0.235683,0.713660,0.873678,0.126802,0.866596,25.000000
0.593575,0.127110,0.427542,0.160860,0.700348,4.000000
0.758868,0.105797,0.506140,0.814625,0.936163,6.000000
0.513518,0.950279,0.535689,0.394190,0.848203,18.000000
0.492983,0.471903,0.490312,0.846785,0.831942,17.000000
0.403520,0.333300,0.491928,0.572773,0.238337,9.000000
0.793955,0.486483,0.334046,0.106821,0.238845,16.000000
0.949281,0.305100,0.168859,0.460673,0.307088,7.000000
0.035159,0.323145,0.544109,0.551712,0.356559,3.000000
0.447303,0.965518,0.377348,0.258227,0.243467,24.000000
0.457765,0.759520,0.205988,0.709296,0.021150,15.000000
0.418933,0.775865,0.338733,0.563737,0.204979,0.000000
0.741995,0.052279,0.852543,0.198196,0.874398,13.000000
0.352529,0.722684,0.319225,0.905912,0.126637,8.000000
0.178520,0.493030,0.081938,0.195980,0.943766,20.000000
0.976490,0.376259,0.923286,0.544825,0.269742,9.000000
0.702399,0.658902,0.989125,0.265047,0.672060,25.000000
0.052024,0.113646,0.003918,0.999461,0.802274,6.000000
0.786723,0.509726,0.300067,0.151264,0.284675,16.000000
0.375971,0.756310,0.539662,0.077484,0.018029,19.000000
0.102332,0.410499,0.933193,0.637402,0.801826,18.000000
0.466375,0.361666,0.108400,0.875933,0.783160,6.000000
0.168118,0.512261,0.487375,0.625092,0.946187,20.000000
0.579771,0.540217,0.050323,0.062907,0.187347,19.000000
0.032471,0.743353,0.723330,0.136056,0.836079,18.000000
0.154786,0.301176,0.248977,0.372307,0.254664,3.000000
0.488951,0.407408,0.986569,0.055926,0.142181,21.000000
0.052826,0.625841,0.054509,0.836440,0.511939,8.000000
0.527008,0.561595,0.170814,0.197690,0.318817,19.000000
0.593496,0.210118,0.116332,0.970117,0.021982,7.000000
0.802697,0.788035,0.297214,0.135627,0.145629,24.000000
0.697432,0.642807,0.782746,0.937481,0.691927,10.000000
0.155852,0.243443,0.842194,0.209306,0.072522,21.000000
0.703280,0.402526,0.920040,0.650255,0.090419,9.000000
0.947857,0.258557,0.337212,0.402260,0.051224,5.000000
0.496515,0.123318,0.400970,0.350710,0.772840,4.000000
0.803171,0.153413,0.366551,0.373353,0.151410,5.000000
0.798454,0.707228,0.190382,0.366722,0.105805,15.000000
0.628207,0.121372,0.985934,0.780682,0.390239,22.000000
0.578564,0.911342,0.554099,0.174498,0.378703,24.000000
0.843145,0.644213,0.650724,0.866821,0.893973,10.000000
0.919793,0.094849,0.544126,0.740510,0.756927,14.000000
0.606716,0.166787,0.797421,0.720111,0.086136,5.000000
0.463810,0.173977,0.337477,0.018081,0.400330,4.000000
0.549877,0.619583,0.663490,0.836291,0.215463,17.000000
0.120482,0.851537,0.156613,0.974760,0.842538,20.000000
0.500877,0.981421,0.097377,0.303066,0.638224,24.000000
0.350007,0.928373,0.065626,0.549412,0.590866,20.000000
0.652728,0.255666,0.364566,0.843681,0.194943,9.000000
0.826868,0.562655,0.762188,0.713607,0.207511,9.000000
0.568813,0.867723,0.432116,0.966591,0.452215,17.000000
0.142786,0.389435,0.951702,0.319721,0.868098,18.000000
0.881251,0.350187,0.083258,0.724558,0.311512,7.000000
0.782924,0.442655,0.485267,0.777909,0.382363,9.000000
0.443127,0.376190,0.367341,0.525947,0.808799,4.000000
0.361768,0.524255,0.670727,0.269439,0.277523,21.000000
0.933413,0.723535,0.577187,0.647720,0.029299,9.000000
0.618103,0.509509,0.545750,0.359424,0.081474,9.000000
0.193339,0.950745,0.408700,0.466683,0.052710,0.000000
0.037566,0.717181,0.538095,0.508706,0.243125,3.000000
0.744751,0.168237,0.189935,0.460712,0.286280,4.000000
0.247463,0.645238,0.650972,0.824517,0.417709,17.000000
0.073085,0.273666,0.980005,0.596259,0.709737,1.000000
0.007358,0.518206,0.037529,0.569230,0.920771,20.000000
0.968419,0.540553,0.458205,0.945017,0.673610,23.000000
0.064899,0.465726,0.240245,0.469804,0.455466,3.000000
0.582145,0.356770,0.164270,0.503719,0.830203,14.000000
0.664012,0.338368,0.935523,0.912208,0.209348,9.000000
0.039418,0.741309,0.827610,0.967865,0.889836,18.000000
0.600535,0.530052,0.027841,0.246656,0.459615,15.000000
0.628504,0.557252,0.742636,0.279767,0.564953,25.000000
0.088142,0.413666,0.750161,0.693401,0.990643,18.000000
0.277891,0.498189,0.329530,0.440603,0.856950,20.000000
0.684209,0.882441,0.203511,0.873361,0.059762,23.000000
0.888599,0.329074,0.314588,0.512089,0.940690,14.000000
0.047781,0.352231,0.856572,0.396054,0.199157,21.000000
0.424794,0.385553,0.915416,0.761934,0.505116,22.000000
0.988371,0.465278,0.058238,0.262274,0.436070,16.000000
0.156903,0.947565,0.766849,0.268287,0.590805,25.000000
0.721449,0.941279,0.881635,0.515192,0.774653,10.000000
0.562145,0.552704,0.114742,0.126138,0.529534,16.000000
0.268862,0.021037,0.722839,0.032487,0.595277,13.000000
0.539194,0.968815,0.484213,0.063601,0.551688,25.000000
0.841096,0.996849,0.430343,0.320299,0.906653,24.000000
0.191242,0.615429,0.405714,0.041082,0.347288,19.000000
0.265229,0.686091,0.948790,0.268047,0.811466,18.000000
0.055360,0.538121,0.070550,0.934033,0.766351,8.000000
0.657950,0.823896,0.647520,0.968944,0.713958,17.000000
0.924659,0.517132,0.117064,0.528178,0.126873,15.000000
0.592493,0.482493,0.622575,0.010047,0.194840,19.000000
0.491330,0.950504,0.383609,0.424372,0.714696,18.000000
0.603793,0.298926,0.410816,0.217700,0.966021,13.000000
0.130634,0.371837,0.025839,0.221779,0.780471,20.000000
0.201175,0.080063,0.474453,0.009969,0.084766,21.000000
0.807626,0.771473,0.915139,0.854515,0.683176,10.000000
0.052333,0.782849,0.845511,0.799082,0.508479,17.000000
0.232902,0.845330,0.727163,0.980761,0.155693,17.000000
0.225665,0.211798,0.792540,0.186907,0.066660,21.000000
0.998561,0.024817,0.835244,0.365367,0.841615,13.000000
0.554620,0.901631,0.926193,0.009098,0.075412,25.000000
0.250359,0.669315,0.888272,0.459942,0.606973,18.000000
0.188500,0.804967,0.967328,0.268599,0.494826,25.000000
0.086116,0.559137,0.502783,0.144436,0.442066,3.000000
0.334105,0.521831,0.585654,0.008496,0.761006,25.000000
0.713014,0.366286,0.052936,0.754933,0.955175,6.000000
0.240152,0.323525,0.183813,0.576936,0.154841,3.000000
0.356194,0.697013,0.560116,0.386463,0.420250,3.000000
0.562111,0.005865,0.078510,0.881258,0.077879,7.000000
0.706804,0.920038,0.270684,0.370491,0.568921,24.000000
0.881709,0.941906,0.739563,0.086620,0.669154,25.000000
0.410304,0.470701,0.049148,0.191062,0.790514,4.000000
0.453959,0.301662,0.384019,0.854400,0.748999,6.000000
0.272315,0.117502,0.251998,0.920756,0.581589,6.000000
0.533480,0.596394,0.366028,0.807107,0.523286,17.000000
0.116748,0.129065,0.536859,0.936570,0.308352,3.000000
0.869541,0.764096,0.247812,0.036341,0.101847,24.000000
0.728494,0.199670,0.371271,0.501699,0.725468,4.000000
0.113231,0.406366,0.485073,0.540827,0.818361,20.000000
0.171678,0.807831,0.692878,0.555871,0.699528,18.000000
0.412018,0.138398,0.665765,0.524672,0.639375,1.000000
0.337999,0.906867,0.587370,0.085402,0.449804,25.000000
0.756356,0.794135,0.494597,0.894748,0.267668,23.000000
0.410599,0.898597,0.896257,0.685713,0.858981,18.000000
0.088773,0.864995,0.320620,0.178332,0.239370,2.000000
0.417969,0.251192,0.320568,0.134978,0.296177,4.000000
0.572284,0.441854,0.346719,0.746452,0.893510,6.000000
0.756789,0.332001,0.744442,0.151980,0.130318,12.000000
0.345627,0.807702,0.246348,0.063253,0.131710,19.000000
0.858745,0.633783,0.253201,0.555296,0.527580,23.000000
0.655436,0.233188,0.864403,0.309369,0.694132,13.000000
0.016125,0.372657,0.351710,0.543484,0.072736,3.000000
0.790131,0.217781,0.677038,0.803212,0.561877,9.000000
0.740883,0.661860,0.355530,0.808859,0.294701,23.000000
0.571213,0.745398,0.378956,0.302768,0.459346,24.000000
0.817963,0.929922,0.545083,0.661466,0.903274,23.000000
0.098547,0.232079,0.708900,0.823744,0.857029,1.000000
0.415107,0.089340,0.437781,0.230735,0.291196,4.000000
0.772268,0.075527,0.827581,0.427669,0.596064,12.000000
0.089652,0.337359,0.089701,0.961544,0.807262,6.000000
0.459633,0.223603,0.933455,0.344597,0.160984,12.000000
0.563164,0.943774,0.003830,0.238125,0.938448,20.000000
0.171086,0.113243,0.570187,0.861844,0.477110,22.000000
0.994564,0.679172,0.074075,0.992832,0.407894,23.000000
0.287403,0.557879,0.304308,0.086458,0.001428,19.000000
0.449583,0.836863,0.572315,0.999207,0.286847,17.000000
0.280455,0.159749,0.164064,0.285187,0.792840,4.000000
0.905757,0.975087,0.232290,0.881298,0.328255,23.000000
0.112841,0.870025,0.636106,0.164731,0.429831,2.000000
0.287258,0.736795,0.453416,0.989280,0.054745,17.000000
0.355015,0.481900,0.503134,0.315936,0.729240,20.000000
0.874747,0.938719,0.805093,0.850580,0.550545,10.000000
0.825888,0.303504,0.398479,0.316913,0.467387,4.000000
0.285580,0.961611,0.312845,0.098045,0.526817,25.000000
0.057099,0.110543,0.219389,0.464350,0.433251,3.000000
0.799692,0.739475,0.426318,0.333704,0.316469,24.000000
0.773995,0.052072,0.012822,0.795544,0.477146,14.000000
0.130881,0.235566,0.932504,0.859503,0.709785,22.000000
0.482225,0.520324,0.975245,0.965770,0.215269,17.000000
0.811105,0.197243,0.213537,0.676093,0.405001,7.000000
0.931544,0.089010,0.511526,0.918522,0.904114,6.000000
0.156529,0.366638,0.619121,0.159395,0.968022,13.000000
0.914749,0.166950,0.121155,0.085408,0.909444,11.000000
0.193624,0.416285,0.448851,0.599011,0.071735,3.000000
0.226759,0.931490,0.908410,0.781291,0.019401,0.000000
0.327007,0.627959,0.275190,0.909587,0.633889,17.000000
0.071907,0.909006,0.957767,0.077712,0.532360,25.000000
0.303364,0.392839,0.179651,0.578072,0.957979,20.000000
0.503073,0.082915,0.620001,0.340223,0.855925,13.000000
0.434678,0.192840,0.191106,0.768764,0.265588,7.000000
0.767233,0.205887,0.321686,0.465487,0.943196,4.000000
0.931731,0.206872,0.358219,0.149399,0.509985,11.000000
0.460583,0.900760,0.930005,0.383567,0.491738,25.000000
0.896236,0.806708,0.003656,0.320060,0.421774,15.000000
0.229716,0.199572,0.037785,0.643370,0.262510,8.000000
0.052347,0.230979,0.801914,0.851489,0.483066,22.000000
0.416071,0.977854,0.200565,0.215359,0.291867,24.000000
0.172757,0.379366,0.910834,0.615348,0.411947,22.000000
0.934411,0.048464,0.210276,0.565889,0.615553,7.000000
0.039558,0.403039,0.649154,0.698071,0.638140,18.000000
0.320563,0.093520,0.427112,0.128754,0.947624,13.000000
0.475171,0.317259,0.766304,0.497949,0.310034,12.000000
0.811968,0.867152,0.673008,0.046964,0.566323,25.000000
0.763295,0.136503,0.228671,0.882495,0.020122,5.000000
0.752727,0.473773,0.446772,0.007097,0.819398,16.000000
0.359825,0.540766,0.677301,0.702630,0.955980,18.000000
0.531340,0.399720,0.953704,0.642110,0.298150,12.000000
0.126464,0.842555,0.362182,0.660470,0.470816,17.000000
0.198930,0.601687,0.060683,0.413342,0.546615,20.000000
0.436047,0.748672,0.827925,0.771243,0.038813,0.000000
0.194129,0.536608,0.934822,0.834957,0.842535,18.000000
0.303208,0.429448,0.470706,0.157372,0.031068,19.000000
0.946903,0.240713,0.239949,0.083379,0.928508,11.000000
0.579737,0.667037,0.911577,0.345620,0.621507,25.000000
0.038799,0.186773,0.831246,0.766768,0.350643,22.000000
0.376811,0.533554,0.000241,0.241244,0.208232,15.000000
0.250483,0.805906,0.279674,0.191521,0.504263,20.000000
0.865645,0.241350,0.078536,0.356405,0.747652,4.000000
0.550691,0.816793,0.959592,0.792662,0.603803,10.000000
0.493342,0.040069,0.984322,0.383481,0.152228,12.000000
0.666709,0.284288,0.585778,0.586768,0.445730,9.000000
0.836119,0.264967,0.448633,0.537692,0.663625,4.000000
0.783972,0.394807,0.646047,0.150611,0.932648,13.000000
0.383059,0.729521,0.020341,0.205187,0.487083,15.000000
0.878252,0.527255,0.929870,0.483797,0.490449,10.000000
0.119747,0.802656,0.246965,0.899612,0.910824,20.000000
0.943310,0.520230,0.677094,0.778516,0.131015,5.000000
0.600957,0.034298,0.497566,0.154843,0.182923,4.000000
0.365048,0.432437,0.623172,0.074428,0.503692,12.000000
0.182625,0.573975,0.637405,0.556709,0.738296,18.000000
0.335609,0.765107,0.432767,0.484184,0.648102,18.000000
0.018358,0.653994,0.618585,0.309847,0.085794,21.000000
0.090935,0.923224,0.689279,0.127103,0.356723,2.000000
0.592483,0.835572,0.043661,0.236633,0.889749,20.000000
0.009166,0.201399,0.959024,0.613402,0.261671,12.000000
0.066991,0.028191,0.244745,0.881486,0.415914,8.000000
0.720333,0.918285,0.408040,0.191277,0.517118,24.000000
0.908084,0.804374,0.065830,0.692573,0.571898,23.000000
0.907463,0.122481,0.534036,0.879463,0.410024,5.000000
0.481995,0.070461,0.278144,0.324507,0.945122,4.000000
0.282667,0.460869,0.671304,0.162183,0.486442,12.000000
0.738539,0.866855,0.626259,0.669054,0.126283,0.000000
0.945776,0.132574,0.774673,0.264816,0.933593,13.000000
0.719960,0.753814,0.219059,0.443040,0.617813,23.000000
0.769974,0.103959,0.962365,0.890221,0.270349,5.000000
0.822760,0.518324,0.461806,0.314434,0.580969,16.000000
0.729889,0.410933,0.629219,0.699313,0.711122,9.000000
0.051966,0.859748,0.458253,0.262416,0.241765,2.000000
0.483014,0.886832,0.378348,0.749726,0.096819,0.000000
0.476057,0.991686,0.770438,0.210528,0.501441,25.000000
0.233625,0.409561,0.780084,0.771225,0.228100,3.000000
0.922223,0.592568,0.379924,0.501936,0.605071,7.000000
0.559891,0.486405,0.504933,0.176412,0.812733,13.000000
0.541760,0.131080,0.766157,0.932444,0.947307,22.000000
0.369018,0.135517,0.518400,0.112609,0.933987,13.000000
0.183580,0.252766,0.406637,0.383164,0.794663,20.000000
0.456317,0.170768,0.267210,0.509113,0.147454,9.000000
0.611656,0.565747,0.714702,0.937705,0.912255,17.000000
0.946076,0.244716,0.131565,0.302277,0.895085,4.000000
0.972053,0.859325,0.110018,0.947428,0.423358,23.000000
0.009310,0.442394,0.046069,0.543878,0.338554,8.000000
0.473435,0.613170,0.868801,0.661902,0.434049,17.000000
0.819428,0.905582,0.119760,0.531933,0.284512,15.000000
0.047061,0.668547,0.862771,0.162903,0.812414,18.000000
0.853396,0.914340,0.265285,0.903953,0.320663,23.000000
0.552338,0.050507,0.043881,0.720373,0.444480,7.000000
0.256292,0.190413,0.669953,0.000402,0.805891,13.000000
0.079250,0.191490,0.386236,0.484859,0.354995,3.000000
0.320712,0.963916,0.641580,0.023433,0.430176,25.000000
0.875009,0.301456,0.094556,0.758385,0.606014,7.000000
0.570313,0.053577,0.140499,0.622549,0.207824,4.000000
0.504070,0.544882,0.283507,0.948425,0.842464,6.000000
0.722374,0.077994,0.106130,0.492781,0.160713,4.000000
0.978265,0.158520,0.487468,0.364121,0.639386,4.000000
0.129036,0.430316,0.274705,0.887752,0.040586,8.000000
0.913727,0.832994,0.297571,0.789291,0.031214,15.000000
0.966866,0.526595,0.303281,0.362583,0.066405,16.000000
0.989350,0.039292,0.654907,0.442736,0.948916,13.000000
0.246000,0.532087,0.482356,0.702866,0.068010,3.000000
0.193789,0.214565,0.738151,0.189139,0.573492,12.000000
0.215244,0.861625,0.942185,0.518493,0.352309,0.000000
0.234058,0.049781,0.268500,0.654236,0.533617,4.000000
0.944041,0.396277,0.693863,0.489323,0.512576,9.000000
0.267774,0.454951,0.470785,0.706643,0.940640,20.000000
0.329321,0.042200,0.496295,0.544461,0.168441,3.000000
0.760465,0.984929,0.945775,0.197106,0.875363,25.000000
0.704494,0.453847,0.540611,0.849600,0.480135,9.000000
0.373207,0.493247,0.579130,0.189078,0.900908,13.000000
0.674187,0.633269,0.099496,0.604174,0.120961,15.000000
0.078698,0.527311,0.402786,0.588810,0.089222,3.000000
0.430983,0.174787,0.987100,0.561150,0.687437,22.000000
0.325418,0.094739,0.975871,0.286259,0.423808,12.000000
0.649864,0.024697,0.810259,0.536578,0.278217,12.000000
0.061608,0.162498,0.895034,0.686024,0.249902,22.000000
0.065601,0.690615,0.572408,0.404520,0.363611,3.000000
0.216814,0.669611,0.970668,0.175715,0.597117,25.000000
0.424185,0.446689,0.254147,0.825135,0.485256,8.000000
0.543406,0.304761,0.181808,0.085910,0.714119,4.000000
0.196234,0.690075,0.390376,0.415775,0.469177,3.000000
0.367709,0.100620,0.309632,0.663734,0.665784,4.000000
0.286224,0.460103,0.193447,0.210372,0.023047,19.000000
0.896747,0.210707,0.227534,0.279601,0.127408,11.000000
0.639263,0.075143,0.134202,0.644757,0.339661,7.000000
0.707948,0.557425,0.256021,0.650828,0.116274,9.000000
0.536410,0.437148,0.267874,0.604005,0.871334,6.000000
0.998905,0.607763,0.404706,0.225207,0.257096,16.000000
0.479455,0.367278,0.913815,0.368295,0.373445,12.000000
0.383535,0.836620,0.650788,0.614169,0.334143,0.000000
0.817904,0.038364,0.870797,0.512750,0.398250,9.000000
0.497167,0.667416,0.012765,0.871552,0.446740,23.000000
0.342967,0.138246,0.439465,0.496323,0.403647,3.000000
0.678660,0.420897,0.961418,0.599278,0.807478,22.000000
0.109356,0.397291,0.336848,0.569482,0.861114,20.000000
0.078338,0.072575,0.850318,0.212850,0.668753,1.000000
0.542878,0.832894,0.125089,0.129783,0.556818,24.000000
0.946379,0.414998,0.326942,0.606689,0.930449,14.000000
0.836928,0.995484,0.022569,0.112858,0.609468,24.000000
0.820576,0.285244,0.239211,0.786976,0.056382,5.000000
0.369383,0.505809,0.560349,0.728615,0.354846,17.000000
0.612684,0.585375,0.547616,0.640483,0.259449,9.000000
0.084649,0.119272,0.224582,0.500198,0.840443,20.000000
0.701293,0.789041,0.350976,0.404654,0.393682,24.000000
0.191873,0.061217,0.590916,0.989217,0.166830,22.000000
0.046685,0.779532,0.252586,0.829644,0.703937,20.000000
0.945674,0.408927,0.661970,0.464855,0.630589,9.000000
0.449599,0.188632,0.507897,0.528584,0.810604,4.000000
0.735521,0.663792,0.113387,0.720616,0.500305,23.000000
0.894100,0.919871,0.055157,0.820642,0.037697,15.000000
0.367170,0.542300,0.148101,0.746314,0.008355,8.000000
0.168599,0.580797,0.714388,0.916643,0.705497,17.000000
0.671779,0.394341,0.001284,0.120159,0.534555,4.000000
0.675130,0.417448,0.730679,0.521862,0.074176,9.000000
0.192016,0.839998,0.724913,0.894762,0.117557,0.000000
0.990223,0.209407,0.011780,0.997423,0.281074,7.000000
0.668019,0.176682,0.580229,0.904035,0.320181,9.000000
0.670254,0.187904,0.624795,0.336450,0.211208,9.000000
0.313182,0.178841,0.901916,0.397187,0.245279,12.000000
0.448408,0.320536,0.744419,0.971220,0.438034,22.000000
0.861033,0.565863,0.157236,0.690623,0.513434,7.000000
0.650607,0.889687,0.440435,0.901178,0.750669,23.000000
0.488605,0.603222,0.325581,0.983597,0.667351,17.000000
0.043847,0.326622,0.623314,0.056333,0.023884,21.000000
0.450024,0.332690,0.438299,0.262693,0.164718,19.000000
0.689143,0.514571,0.200154,0.319589,0.591808,4.000000
0.072229,0.147453,0.073246,0.812317,0.752409,6.000000
0.753313,0.716325,0.669385,0.476992,0.642278,10.000000
0.038362,0.621464,0.777878,0.500358,0.357513,18.000000
0.277427,0.642802,0.692801,0.870968,0.342334,17.000000
0.769772,0.561356,0.882836,0.527812,0.517630,10.000000
0.577877,0.749315,0.964690,0.073563,0.053435,25.000000
0.937550,0.529876,0.614903,0.482424,0.093657,9.000000
0.768089,0.747225,0.311703,0.306239,0.837841,16.000000
0.072357,0.881105,0.256662,0.592985,0.935994,20.000000
0.678123,0.414430,0.689534,0.343980,0.277258,9.000000
0.996683,0.750790,0.644720,0.355290,0.049161,24.000000
0.031057,0.554181,0.762033,0.537379,0.840785,18.000000
